round,basin,data_row_count,feature_quantity,feature_list,k_options,best_k,target_variable_variance,mse,rmse,mae,r2,within_5_percent,within_15_percent,within_25_percent,within_50_percent,results_min%_difference,results_max%_difference,0.25_quantile_loss,0.5_quantile_loss,0.75_quantile_loss,cross_val_mse
07_wi_wc,Gulf Coast,222,343,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Anahuac', 'FORMSIMPLE_Annona', 'FORMSIMPLE_Bodcaw', 'FORMSIMPLE_Claiborne', 'FORMSIMPLE_Cotton Valley', 'FORMSIMPLE_Edwards', 'FORMSIMPLE_Eutaw', 'FORMSIMPLE_Fredericksburg', 'FORMSIMPLE_Frio', 'FORMSIMPLE_Hosston', 'FORMSIMPLE_Jackson', 'FORMSIMPLE_James', 'FORMSIMPLE_Miocene', 'FORMSIMPLE_Mooringsport', 'FORMSIMPLE_Nacatoch', 'FORMSIMPLE_Navarro', 'FORMSIMPLE_Norphlet', 'FORMSIMPLE_Paluxy', 'FORMSIMPLE_Pettet', 'FORMSIMPLE_Rodessa', 'FORMSIMPLE_Sligo', 'FORMSIMPLE_Smackover', 'FORMSIMPLE_Taylor', 'FORMSIMPLE_Tokio', 'FORMSIMPLE_Travis Peak', 'FORMSIMPLE_Tuscaloosa', 'FORMSIMPLE_Vicksburg', 'FORMSIMPLE_Washita', 'FORMSIMPLE_Wilcox', 'FORMSIMPLE_Yegua', 'STATE_Alabama', 'STATE_Arkansas', 'STATE_Florida', 'STATE_Louisiana', 'STATE_Mississippi', 'STATE_OffShore-Texas', 'STATE_Texas', 'COUNTY_Adams', 'COUNTY_Atascosa', 'COUNTY_Avoyelles', 'COUNTY_Bienville', 'COUNTY_Bossier', 'COUNTY_Brazoria', 'COUNTY_Caddo', 'COUNTY_Caldwell', 'COUNTY_Calhoun', 'COUNTY_Choctaw', 'COUNTY_Claiborne', 'COUNTY_Clarke', 'COUNTY_Colorado', 'COUNTY_Columbia', 'COUNTY_Concordia', 'COUNTY_De Soto', 'COUNTY_DeWitt', 'COUNTY_Escambia', 'COUNTY_Franklin', 'COUNTY_Galveston', 'COUNTY_Goliad', 'COUNTY_Gonzales', 'COUNTY_Grant', 'COUNTY_Guadalupe', 'COUNTY_Hardin', 'COUNTY_Hidalgo', 'COUNTY_Iberia', 'COUNTY_Jasper', 'COUNTY_Jefferson', 'COUNTY_Jim Hogg', 'COUNTY_Jones', 'COUNTY_Karnes', 'COUNTY_Kleberg', 'COUNTY_LaSalle', 'COUNTY_Lafayette', 'COUNTY_Lafourche', 'COUNTY_Lamar', 'COUNTY_Lincoln', 'COUNTY_Miller', 'COUNTY_Monroe', 'COUNTY_Montgomery', 'COUNTY_Nevada', 'COUNTY_Ouachita', 'COUNTY_San Patricio', 'COUNTY_Santa Rosa', 'COUNTY_Simpson', 'COUNTY_Smith', 'COUNTY_St. Landry', 'COUNTY_Tensas', 'COUNTY_Terrebonne', 'COUNTY_Tyler', 'COUNTY_Union', 'COUNTY_Vermilion', 'COUNTY_Wayne', 'COUNTY_Webster', 'COUNTY_Yazoo', 'PROVINCE_Gulf Coast-Offshore', 'PROVINCE_Louisiana-Mississippi Salt Basins', 'PROVINCE_Western Gulf', 'REGION_Gulf Coast', 'REGION_Gulf Coast-Offshore', 'WELLNAME_#11', 'WELLNAME_1 Alman Unit 7-3', 'WELLNAME_1 Blacksher Co 27-14', 'WELLNAME_1 Harrel Unit', 'WELLNAME_1 Humble Fee', 'WELLNAME_1 Rentz Trice 35-1', 'WELLNAME_15', 'WELLNAME_16', 'WELLNAME_18', 'WELLNAME_21-15-2', 'WELLNAME_23', 'WELLNAME_27', 'WELLNAME_28', 'WELLNAME_28-7-2', 'WELLNAME_33', 'WELLNAME_5', 'WELLNAME_A-9 Weeks Isl-ste Ut', 'WELLNAME_A. A. Burrell Fee #2', 'WELLNAME_A. A. Hodson #1', 'WELLNAME_A. G. Gallagher #3c', 'WELLNAME_A. Smith 1-x', 'WELLNAME_A. Viator No. 1', 'WELLNAME_A.R. Rucks #1', 'WELLNAME_Addie Martin #1', 'WELLNAME_Allen 2', 'WELLNAME_Allen Estate 20-7', 'WELLNAME_Alligator Point #1', 'WELLNAME_Alloway 1', 'WELLNAME_Angle #3', 'WELLNAME_B #1 Saint Regis', 'WELLNAME_BROCKMAN 1', 'WELLNAME_BURCHERS-H-G 1', 'WELLNAME_Bacot #5', 'WELLNAME_Baker O #1', 'WELLNAME_Banfield #1', 'WELLNAME_Barsodi #1', 'WELLNAME_Bates #c-1', 'WELLNAME_Beatly #1', 'WELLNAME_Bender Unit # 9 - 1', 'WELLNAME_Bender Unit #15 - 1', 'WELLNAME_Bender Unit 26 - 1', 'WELLNAME_Bernand #6', 'WELLNAME_Board Of Supervisors', 'WELLNAME_Brewer #1', 'WELLNAME_Brooks Fee #2e', 'WELLNAME_Burns A-2', 'WELLNAME_Burns C-1', 'WELLNAME_C STRAWN 1', 'WELLNAME_C. D. Helms 5-4', 'WELLNAME_C. J. Thibodeaux No. 1', 'WELLNAME_C. W. Farris #1', 'WELLNAME_C. Walker 2 Unit 2', 'WELLNAME_C.c. Haynes Et Al Unit 2 #1', 'WELLNAME_C.c. Haynes Etal Unit #2 No. 1', 'WELLNAME_Cabe - Henson 1', 'WELLNAME_CentralOilCo. 5-6', 'WELLNAME_Cozby #1', 'WELLNAME_DENMAN C-30', 'WELLNAME_David Lewis #2', 'WELLNAME_Davis A-1', 'WELLNAME_Dry Bayou Swds 2', 'WELLNAME_Dunn E. L. #2', 'WELLNAME_E. A. Bearden 1', 'WELLNAME_E. A. Bearden 2', 'WELLNAME_E. Broussard #9', 'WELLNAME_E. Dugas #6', 'WELLNAME_E. Dugas #7', 'WELLNAME_E. T. Soileau No. 1', 'WELLNAME_E.k. Gladney #1', 'WELLNAME_E.m. Stelly #1', 'WELLNAME_Elliot Stagg 26-5', 'WELLNAME_Emil Korenik B #1-T', 'WELLNAME_Emma Hastadt #5 Ut', 'WELLNAME_Estellete No. 1', 'WELLNAME_Evans A #1', 'WELLNAME_F W BOYD 2', 'WELLNAME_F. M. Snowden 1-s Swdw', 'WELLNAME_Fannie S. Sanders #1', 'WELLNAME_Fortson #1', 'WELLNAME_Frost F-2', 'WELLNAME_G.W. ALLEN 8', 'WELLNAME_G.f. Butler #2', 'WELLNAME_GERBERT 2', 'WELLNAME_Gardiner # 1', 'WELLNAME_Gardiner #1', 'WELLNAME_Garrett Unit G #1', 'WELLNAME_GeigerCupp Unit 9-13 no. 1', 'WELLNAME_Geoi West #31', 'WELLNAME_Gray Hickey No. 1', 'WELLNAME_H. S. Wynn Etal Unit No. 1', 'WELLNAME_H.L. Peterson #1 (Anshutz)', 'WELLNAME_H.a. Fowler Et Al #1-a', 'WELLNAME_H.h. Campbell #2', 'WELLNAME_H.l. Haynes Et Al Unit No. 1', 'WELLNAME_H.s. Wynn Et Al Unit #1', 'WELLNAME_Harris C-1', 'WELLNAME_Heinsohn #1', 'WELLNAME_Hillard Y2 Gas Unit 1-ut', 'WELLNAME_Homer Currie No. 6', 'WELLNAME_Houston K1', 'WELLNAME_International Paper Company A-1', 'WELLNAME_J C WALLACE 4', 'WELLNAME_J Filmore Etal', 'WELLNAME_J. Bourgue No. 1', 'WELLNAME_J. E. Jackson 40-1', 'WELLNAME_J. M. Bannister 1', 'WELLNAME_J. S. Nolen #1', 'WELLNAME_J. T. Gilbert #1', 'WELLNAME_J. W. Arcenaux No. 1', 'WELLNAME_J.b. Owens #5', 'WELLNAME_Jessie Allen Well no. 1-N', 'WELLNAME_Jimerson 4-6', 'WELLNAME_Johnson B-1', 'WELLNAME_Joseph T. Curry No. 1', 'WELLNAME_KULAWICK 2', 'WELLNAME_Kadison 1', 'WELLNAME_King Estate Unit #1', 'WELLNAME_King Unit B No. 1', 'WELLNAME_Kitchen #1', 'WELLNAME_Kresling #1', 'WELLNAME_L. A. Longino No. 1', 'WELLNAME_L. C. Doney Jr #1', 'WELLNAME_Ladelta Lbr. Co. No. F-1', 'WELLNAME_Lear Kolemay #1', 'WELLNAME_Levees Creek Swds 1', 'WELLNAME_Lita P. Ward A #2', 'WELLNAME_Luta P. Ward A #1', 'WELLNAME_M-17', 'WELLNAME_M. G. Novarre No. 1', 'WELLNAME_Mance-lowe #1', 'WELLNAME_Mary B. Holmes No. 1', 'WELLNAME_Mary Mcconnell No. 6-d', 'WELLNAME_McKamey B-5', 'WELLNAME_Midway Unit Tract 11 - 4', 'WELLNAME_Midway Unit Tract, 11 - 5', 'WELLNAME_Ms Mclaughlin #1', 'WELLNAME_No. 1', 'WELLNAME_No. 2', 'WELLNAME_Norman Hurd # 40', 'WELLNAME_Norman Hurd #19', 'WELLNAME_Norman Hurd #34', 'WELLNAME_O LIEKE 1', ""WELLNAME_O'bier #1"", 'WELLNAME_O. C. Nelson Fee #2k', 'WELLNAME_O. C. Nelson Fee #75', 'WELLNAME_O. C. Nelson Fee #7c', 'WELLNAME_Olin-brown No. 7-t', 'WELLNAME_Orchards Unit 6 #1', 'WELLNAME_Orchards Unit 9 #1', 'WELLNAME_P. C. Risher Swdw 1-s', 'WELLNAME_PETTUS 6', 'WELLNAME_PHARR FWU #3', 'WELLNAME_Pat Wyche 2ff #2-4', 'WELLNAME_Patterson 1', 'WELLNAME_Pleasant Bayou #2', 'WELLNAME_Portland Gas Un/cl #1', 'WELLNAME_Red River Bay Swds 3', 'WELLNAME_Roberson 1', 'WELLNAME_Rose 1', 'WELLNAME_Russell #1', 'WELLNAME_S. P. Brown Estate 1', 'WELLNAME_SaraBemis-1D', 'WELLNAME_Scaife #1', 'WELLNAME_Scales 1', 'WELLNAME_Schenck #3', 'WELLNAME_Sharp No. 10', 'WELLNAME_Shores A No. 1', 'WELLNAME_Silsbee Gas Unit', 'WELLNAME_Silverberg B-1', 'WELLNAME_Simon No. 1', 'WELLNAME_Sink Cub; Greer #1', 'WELLNAME_Sog #a-3', 'WELLNAME_Sog #a1', 'WELLNAME_Sog #ia', 'WELLNAME_Sosthene Traham', 'WELLNAME_Spears #1', 'WELLNAME_State Tract 377 # 1', 'WELLNAME_Stella M. Roberts #1', 'WELLNAME_T. Cushing #e-1', 'WELLNAME_T. E. Holt D', 'WELLNAME_T. Martin Fee #5', 'WELLNAME_T. Martin No. 1', 'WELLNAME_T.H. Lucky No. 1', 'WELLNAME_Taylor E #2', 'WELLNAME_Taylor E-2', 'WELLNAME_Taylor, G. W. A/c 6g #1', 'WELLNAME_Tony No. 1', 'WELLNAME_Tony No. 2', 'WELLNAME_Trice #1', 'WELLNAME_U.s.a. Clear Springs Swds 2', 'WELLNAME_U.s.a. No. B-5', 'WELLNAME_V.g. Harper No. 1', 'WELLNAME_W. H. Bennett #4', 'WELLNAME_W. Pettijean No. 1', 'WELLNAME_W.A. Moller B 11R', 'WELLNAME_W.L. West 6-11 No. 1', 'WELLNAME_W.L. West 6-6 No. 1', 'WELLNAME_W.M. Geiger no. 2-1', 'WELLNAME_WIATREK 1', 'WELLNAME_Walker 2 Unit 1-1', 'WELLNAME_Washington - Mitchell', 'WELLNAME_Waters #1', 'WELLNAME_Weeks Etal #2', 'WELLNAME_Weems 22-2', 'WELLNAME_Well No. 1', 'WELLNAME_Well No. 14', 'WELLNAME_Well No. 17', 'WELLNAME_Well No. 19', 'WELLNAME_Well No. 20', 'WELLNAME_Well No. 21', 'WELLNAME_Well No. 22', 'WELLNAME_Well No. 25', 'WELLNAME_Well No. 26', 'WELLNAME_Well No. 9', 'WELLNAME_Wilson 1', 'WELLNAME_Wise #1', 'WELLNAME_Woodard #b-1-d', 'PERIOD_Cretaceous', 'PERIOD_Jurassic', 'PERIOD_Neogene', 'PERIOD_Paleocene', 'PERIOD_Paleogene']","[3, 4, 5, 6, 7, 8, 9]",9,63788.99,37528.37,193.72,62.66,0.41,17.86,57.14,66.07,76.79,0.29,4663.33,7.44,11.65,48.36,16253.63
03_wi_nc,Gulf Coast,326,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[1, 2, 3, 4, 5]",2,9346.21,5909.11,76.87,23.26,0.37,43.88,66.33,73.47,81.63,0.0,554.5,0.85,3.92,16.75,18543.21
01_wi_nc,Gulf Coast,326,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[1, 2, 3]",2,9346.21,5909.11,76.87,23.26,0.37,43.88,66.33,73.47,81.63,0.0,554.5,0.85,3.92,16.75,18543.21
01_pca,Gulf Coast,888,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3]",3,16797.04,10700.55,103.44,16.9,0.36,44.57,70.79,79.4,89.89,0.0,5520.0,0.71,3.36,9.49,5597.42
05_wi_wc,Gulf Coast,222,343,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Anahuac', 'FORMSIMPLE_Annona', 'FORMSIMPLE_Bodcaw', 'FORMSIMPLE_Claiborne', 'FORMSIMPLE_Cotton Valley', 'FORMSIMPLE_Edwards', 'FORMSIMPLE_Eutaw', 'FORMSIMPLE_Fredericksburg', 'FORMSIMPLE_Frio', 'FORMSIMPLE_Hosston', 'FORMSIMPLE_Jackson', 'FORMSIMPLE_James', 'FORMSIMPLE_Miocene', 'FORMSIMPLE_Mooringsport', 'FORMSIMPLE_Nacatoch', 'FORMSIMPLE_Navarro', 'FORMSIMPLE_Norphlet', 'FORMSIMPLE_Paluxy', 'FORMSIMPLE_Pettet', 'FORMSIMPLE_Rodessa', 'FORMSIMPLE_Sligo', 'FORMSIMPLE_Smackover', 'FORMSIMPLE_Taylor', 'FORMSIMPLE_Tokio', 'FORMSIMPLE_Travis Peak', 'FORMSIMPLE_Tuscaloosa', 'FORMSIMPLE_Vicksburg', 'FORMSIMPLE_Washita', 'FORMSIMPLE_Wilcox', 'FORMSIMPLE_Yegua', 'STATE_Alabama', 'STATE_Arkansas', 'STATE_Florida', 'STATE_Louisiana', 'STATE_Mississippi', 'STATE_OffShore-Texas', 'STATE_Texas', 'COUNTY_Adams', 'COUNTY_Atascosa', 'COUNTY_Avoyelles', 'COUNTY_Bienville', 'COUNTY_Bossier', 'COUNTY_Brazoria', 'COUNTY_Caddo', 'COUNTY_Caldwell', 'COUNTY_Calhoun', 'COUNTY_Choctaw', 'COUNTY_Claiborne', 'COUNTY_Clarke', 'COUNTY_Colorado', 'COUNTY_Columbia', 'COUNTY_Concordia', 'COUNTY_De Soto', 'COUNTY_DeWitt', 'COUNTY_Escambia', 'COUNTY_Franklin', 'COUNTY_Galveston', 'COUNTY_Goliad', 'COUNTY_Gonzales', 'COUNTY_Grant', 'COUNTY_Guadalupe', 'COUNTY_Hardin', 'COUNTY_Hidalgo', 'COUNTY_Iberia', 'COUNTY_Jasper', 'COUNTY_Jefferson', 'COUNTY_Jim Hogg', 'COUNTY_Jones', 'COUNTY_Karnes', 'COUNTY_Kleberg', 'COUNTY_LaSalle', 'COUNTY_Lafayette', 'COUNTY_Lafourche', 'COUNTY_Lamar', 'COUNTY_Lincoln', 'COUNTY_Miller', 'COUNTY_Monroe', 'COUNTY_Montgomery', 'COUNTY_Nevada', 'COUNTY_Ouachita', 'COUNTY_San Patricio', 'COUNTY_Santa Rosa', 'COUNTY_Simpson', 'COUNTY_Smith', 'COUNTY_St. Landry', 'COUNTY_Tensas', 'COUNTY_Terrebonne', 'COUNTY_Tyler', 'COUNTY_Union', 'COUNTY_Vermilion', 'COUNTY_Wayne', 'COUNTY_Webster', 'COUNTY_Yazoo', 'PROVINCE_Gulf Coast-Offshore', 'PROVINCE_Louisiana-Mississippi Salt Basins', 'PROVINCE_Western Gulf', 'REGION_Gulf Coast', 'REGION_Gulf Coast-Offshore', 'WELLNAME_#11', 'WELLNAME_1 Alman Unit 7-3', 'WELLNAME_1 Blacksher Co 27-14', 'WELLNAME_1 Harrel Unit', 'WELLNAME_1 Humble Fee', 'WELLNAME_1 Rentz Trice 35-1', 'WELLNAME_15', 'WELLNAME_16', 'WELLNAME_18', 'WELLNAME_21-15-2', 'WELLNAME_23', 'WELLNAME_27', 'WELLNAME_28', 'WELLNAME_28-7-2', 'WELLNAME_33', 'WELLNAME_5', 'WELLNAME_A-9 Weeks Isl-ste Ut', 'WELLNAME_A. A. Burrell Fee #2', 'WELLNAME_A. A. Hodson #1', 'WELLNAME_A. G. Gallagher #3c', 'WELLNAME_A. Smith 1-x', 'WELLNAME_A. Viator No. 1', 'WELLNAME_A.R. Rucks #1', 'WELLNAME_Addie Martin #1', 'WELLNAME_Allen 2', 'WELLNAME_Allen Estate 20-7', 'WELLNAME_Alligator Point #1', 'WELLNAME_Alloway 1', 'WELLNAME_Angle #3', 'WELLNAME_B #1 Saint Regis', 'WELLNAME_BROCKMAN 1', 'WELLNAME_BURCHERS-H-G 1', 'WELLNAME_Bacot #5', 'WELLNAME_Baker O #1', 'WELLNAME_Banfield #1', 'WELLNAME_Barsodi #1', 'WELLNAME_Bates #c-1', 'WELLNAME_Beatly #1', 'WELLNAME_Bender Unit # 9 - 1', 'WELLNAME_Bender Unit #15 - 1', 'WELLNAME_Bender Unit 26 - 1', 'WELLNAME_Bernand #6', 'WELLNAME_Board Of Supervisors', 'WELLNAME_Brewer #1', 'WELLNAME_Brooks Fee #2e', 'WELLNAME_Burns A-2', 'WELLNAME_Burns C-1', 'WELLNAME_C STRAWN 1', 'WELLNAME_C. D. Helms 5-4', 'WELLNAME_C. J. Thibodeaux No. 1', 'WELLNAME_C. W. Farris #1', 'WELLNAME_C. Walker 2 Unit 2', 'WELLNAME_C.c. Haynes Et Al Unit 2 #1', 'WELLNAME_C.c. Haynes Etal Unit #2 No. 1', 'WELLNAME_Cabe - Henson 1', 'WELLNAME_CentralOilCo. 5-6', 'WELLNAME_Cozby #1', 'WELLNAME_DENMAN C-30', 'WELLNAME_David Lewis #2', 'WELLNAME_Davis A-1', 'WELLNAME_Dry Bayou Swds 2', 'WELLNAME_Dunn E. L. #2', 'WELLNAME_E. A. Bearden 1', 'WELLNAME_E. A. Bearden 2', 'WELLNAME_E. Broussard #9', 'WELLNAME_E. Dugas #6', 'WELLNAME_E. Dugas #7', 'WELLNAME_E. T. Soileau No. 1', 'WELLNAME_E.k. Gladney #1', 'WELLNAME_E.m. Stelly #1', 'WELLNAME_Elliot Stagg 26-5', 'WELLNAME_Emil Korenik B #1-T', 'WELLNAME_Emma Hastadt #5 Ut', 'WELLNAME_Estellete No. 1', 'WELLNAME_Evans A #1', 'WELLNAME_F W BOYD 2', 'WELLNAME_F. M. Snowden 1-s Swdw', 'WELLNAME_Fannie S. Sanders #1', 'WELLNAME_Fortson #1', 'WELLNAME_Frost F-2', 'WELLNAME_G.W. ALLEN 8', 'WELLNAME_G.f. Butler #2', 'WELLNAME_GERBERT 2', 'WELLNAME_Gardiner # 1', 'WELLNAME_Gardiner #1', 'WELLNAME_Garrett Unit G #1', 'WELLNAME_GeigerCupp Unit 9-13 no. 1', 'WELLNAME_Geoi West #31', 'WELLNAME_Gray Hickey No. 1', 'WELLNAME_H. S. Wynn Etal Unit No. 1', 'WELLNAME_H.L. Peterson #1 (Anshutz)', 'WELLNAME_H.a. Fowler Et Al #1-a', 'WELLNAME_H.h. Campbell #2', 'WELLNAME_H.l. Haynes Et Al Unit No. 1', 'WELLNAME_H.s. Wynn Et Al Unit #1', 'WELLNAME_Harris C-1', 'WELLNAME_Heinsohn #1', 'WELLNAME_Hillard Y2 Gas Unit 1-ut', 'WELLNAME_Homer Currie No. 6', 'WELLNAME_Houston K1', 'WELLNAME_International Paper Company A-1', 'WELLNAME_J C WALLACE 4', 'WELLNAME_J Filmore Etal', 'WELLNAME_J. Bourgue No. 1', 'WELLNAME_J. E. Jackson 40-1', 'WELLNAME_J. M. Bannister 1', 'WELLNAME_J. S. Nolen #1', 'WELLNAME_J. T. Gilbert #1', 'WELLNAME_J. W. Arcenaux No. 1', 'WELLNAME_J.b. Owens #5', 'WELLNAME_Jessie Allen Well no. 1-N', 'WELLNAME_Jimerson 4-6', 'WELLNAME_Johnson B-1', 'WELLNAME_Joseph T. Curry No. 1', 'WELLNAME_KULAWICK 2', 'WELLNAME_Kadison 1', 'WELLNAME_King Estate Unit #1', 'WELLNAME_King Unit B No. 1', 'WELLNAME_Kitchen #1', 'WELLNAME_Kresling #1', 'WELLNAME_L. A. Longino No. 1', 'WELLNAME_L. C. Doney Jr #1', 'WELLNAME_Ladelta Lbr. Co. No. F-1', 'WELLNAME_Lear Kolemay #1', 'WELLNAME_Levees Creek Swds 1', 'WELLNAME_Lita P. Ward A #2', 'WELLNAME_Luta P. Ward A #1', 'WELLNAME_M-17', 'WELLNAME_M. G. Novarre No. 1', 'WELLNAME_Mance-lowe #1', 'WELLNAME_Mary B. Holmes No. 1', 'WELLNAME_Mary Mcconnell No. 6-d', 'WELLNAME_McKamey B-5', 'WELLNAME_Midway Unit Tract 11 - 4', 'WELLNAME_Midway Unit Tract, 11 - 5', 'WELLNAME_Ms Mclaughlin #1', 'WELLNAME_No. 1', 'WELLNAME_No. 2', 'WELLNAME_Norman Hurd # 40', 'WELLNAME_Norman Hurd #19', 'WELLNAME_Norman Hurd #34', 'WELLNAME_O LIEKE 1', ""WELLNAME_O'bier #1"", 'WELLNAME_O. C. Nelson Fee #2k', 'WELLNAME_O. C. Nelson Fee #75', 'WELLNAME_O. C. Nelson Fee #7c', 'WELLNAME_Olin-brown No. 7-t', 'WELLNAME_Orchards Unit 6 #1', 'WELLNAME_Orchards Unit 9 #1', 'WELLNAME_P. C. Risher Swdw 1-s', 'WELLNAME_PETTUS 6', 'WELLNAME_PHARR FWU #3', 'WELLNAME_Pat Wyche 2ff #2-4', 'WELLNAME_Patterson 1', 'WELLNAME_Pleasant Bayou #2', 'WELLNAME_Portland Gas Un/cl #1', 'WELLNAME_Red River Bay Swds 3', 'WELLNAME_Roberson 1', 'WELLNAME_Rose 1', 'WELLNAME_Russell #1', 'WELLNAME_S. P. Brown Estate 1', 'WELLNAME_SaraBemis-1D', 'WELLNAME_Scaife #1', 'WELLNAME_Scales 1', 'WELLNAME_Schenck #3', 'WELLNAME_Sharp No. 10', 'WELLNAME_Shores A No. 1', 'WELLNAME_Silsbee Gas Unit', 'WELLNAME_Silverberg B-1', 'WELLNAME_Simon No. 1', 'WELLNAME_Sink Cub; Greer #1', 'WELLNAME_Sog #a-3', 'WELLNAME_Sog #a1', 'WELLNAME_Sog #ia', 'WELLNAME_Sosthene Traham', 'WELLNAME_Spears #1', 'WELLNAME_State Tract 377 # 1', 'WELLNAME_Stella M. Roberts #1', 'WELLNAME_T. Cushing #e-1', 'WELLNAME_T. E. Holt D', 'WELLNAME_T. Martin Fee #5', 'WELLNAME_T. Martin No. 1', 'WELLNAME_T.H. Lucky No. 1', 'WELLNAME_Taylor E #2', 'WELLNAME_Taylor E-2', 'WELLNAME_Taylor, G. W. A/c 6g #1', 'WELLNAME_Tony No. 1', 'WELLNAME_Tony No. 2', 'WELLNAME_Trice #1', 'WELLNAME_U.s.a. Clear Springs Swds 2', 'WELLNAME_U.s.a. No. B-5', 'WELLNAME_V.g. Harper No. 1', 'WELLNAME_W. H. Bennett #4', 'WELLNAME_W. Pettijean No. 1', 'WELLNAME_W.A. Moller B 11R', 'WELLNAME_W.L. West 6-11 No. 1', 'WELLNAME_W.L. West 6-6 No. 1', 'WELLNAME_W.M. Geiger no. 2-1', 'WELLNAME_WIATREK 1', 'WELLNAME_Walker 2 Unit 1-1', 'WELLNAME_Washington - Mitchell', 'WELLNAME_Waters #1', 'WELLNAME_Weeks Etal #2', 'WELLNAME_Weems 22-2', 'WELLNAME_Well No. 1', 'WELLNAME_Well No. 14', 'WELLNAME_Well No. 17', 'WELLNAME_Well No. 19', 'WELLNAME_Well No. 20', 'WELLNAME_Well No. 21', 'WELLNAME_Well No. 22', 'WELLNAME_Well No. 25', 'WELLNAME_Well No. 26', 'WELLNAME_Well No. 9', 'WELLNAME_Wilson 1', 'WELLNAME_Wise #1', 'WELLNAME_Woodard #b-1-d', 'PERIOD_Cretaceous', 'PERIOD_Jurassic', 'PERIOD_Neogene', 'PERIOD_Paleocene', 'PERIOD_Paleogene']","[1, 2, 3, 4, 5]",5,43574.37,28221.71,167.99,47.62,0.35,15.73,47.19,74.16,84.27,0.0,9100.0,7.62,14.14,28.8,25345.64
07_pca,Gulf Coast,888,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5, 6, 7, 8, 9]",8,19313.62,12587.35,112.19,19.08,0.35,43.69,67.57,78.83,90.54,0.06,2634.15,1.13,3.53,11.75,4524.04
05_wi_nc,Gulf Coast,326,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[1, 2, 3, 4, 5]",4,26168.17,17176.88,131.06,43.61,0.34,44.27,67.18,74.05,81.68,0.0,854.52,1.14,4.1,22.75,15941.25
03_pca,Gulf Coast,888,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",5,16797.04,11044.58,105.09,18.94,0.34,41.57,68.16,79.4,88.76,0.3,3768.0,1.0,3.84,11.98,5143.97
07_wi_nc,Gulf Coast,326,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[3, 4, 5, 6, 7, 8, 9]",7,8537.36,5664.66,75.26,25.57,0.34,45.12,65.85,73.17,85.37,0.0,616.54,1.17,2.94,15.9,19071.29
06_pca,Gulf Coast,888,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5]",4,19313.62,13123.99,114.56,19.18,0.32,46.4,71.17,81.98,90.54,0.22,4463.3,0.85,3.12,9.75,4798.15
